input_text,target_text
"context: अक्टूबर 2013 में, कंपनी ने ""सेव ए पेज"" फीचर की घोषणा की, जो किसी भी इंटरनेट उपयोगकर्ता को URL की सामग्री को संग्रहीत करने की अनुमति देता है।यह दुर्भावनापूर्ण बायनेरिज़ की मेजबानी के लिए सेवा द्वारा दुर्व्यवहार का खतरा बन गया।",question: सेव एक पेज को कब उपलब्ध कराया गया था? answer: अक्टूबर 2013
"context: रूस में कई क्षेत्र 1932-1933 के सोवियत अकाल से प्रभावित थे: वोल्गा;केंद्रीय काली मिट्टी क्षेत्र;उत्तर काकेशस;Urals;क्रीमिया;पश्चिमी साइबेरिया का हिस्सा;और कज़क अस्र।5 दिसंबर, 1936 को 1936 के सोवियत संविधान को अपनाने के साथ, RSFSR का आकार काफी कम हो गया था।कज़ाख अस्र और किरघिज़ अस्र को कजाख और किर्गिज़ सोवियत समाजवादी गणराज्यों में बदल दिया गया था।काराकलपक स्वायत्त समाजवादी सोवियत गणराज्य को उज़बेक एसएसआर में स्थानांतरित कर दिया गया था।",question: काराकलपक स्वायत्त समाजवादी सोवियत गणराज्य किस गणतंत्र का हिस्सा बन गया? answer: उज़बेक एसएसआर
context: ली और गुएंर ने विल्म्सन द्वारा आगे रखी गई अधिकांश दलीलों को खारिज कर दिया है।डोरन शुल्ट्ज़िनर और अन्य लोगों ने तर्क दिया है कि हम समकालीन शिकारी-एकत्रकर्ताओं के अध्ययन से प्रागैतिहासिक शिकारी-एकत्रियों के जीवन-शैलियों के बारे में बहुत कुछ सीख सकते हैं-विशेष रूप से समतावाद के उनके प्रभावशाली स्तर।,question: किसकी जीवनशैली शुल्ट्ज़िनर को लगता है कि हम सीख सकते हैं? answer: प्रागैतिहासिक शिकारी
"context: शीत युद्ध के अंत के बाद, अन्य राज्यों के साथ प्रत्यक्ष पारंपरिक सैन्य टकराव के खतरे को आतंकवाद से बदल दिया गया है।सर रिचर्ड डानाट ने ब्रिटिश सेनाओं को भविष्य के लिए ""शिकारी गैर-राज्य अभिनेताओं"" से निपटने में शामिल होने की भविष्यवाणी की, जिसे उन्होंने ""लगातार संघर्ष का युग"" कहा।उन्होंने द चैथम हाउस थिंक टैंक को बताया कि अल-कायदा और अन्य आतंकवादी इस्लामी समूहों के खिलाफ लड़ाई ""शायद हमारी पीढ़ी की लड़ाई"" थी।",question: शीत युद्ध की समाप्ति के बाद वह नया खतरा क्या था? answer: आतंक
"context: नवंबर 2013 में एमजीएम और मैकक्लोरी एस्टेट ने औपचारिक रूप से इस मुद्दे को Danjaq, LLC- EON प्रोडक्शंस की कंपनी की कंपनी के साथ इस मुद्दे को सुलझा लिया - MGM के साथ स्पेक्टर की अवधारणा और इसके साथ जुड़े सभी पात्रों के लिए पूर्ण कॉपीराइट फिल्म अधिकारों का अधिग्रहण किया।फिल्म के अधिकारों के अधिग्रहण और श्रृंखला की निरंतरता के लिए संगठन के पुन: परिचय के साथ, स्पेक्टर संक्षिप्त नाम को छोड़ दिया गया और संगठन को ""स्पेक्टर"" के रूप में फिर से तैयार किया गया।","question: Danjaq, LLC किस कंपनी से जुड़ा है? answer: ईओएन प्रोडक्शंस"
"context: प्रारंभिक निकट-पूर्ण MPEG-1 मानक (भाग 1, 2 और 3) सार्वजनिक रूप से 6 दिसंबर 1991 को आईएसओ सीडी 11172 के रूप में उपलब्ध था। अधिकांश देशों में, पूर्व कला को सार्वजनिक किए जाने के बाद पेटेंट दायर नहीं किया जा सकता है, और पेटेंट प्रारंभिक फाइलिंग तिथि के 20 साल बाद समाप्त हो जाते हैं, जो अन्य देशों में फाइलिंग के लिए 12 महीने बाद तक हो सकता है।नतीजतन, आईएसओ सीडी 11172 के प्रकाशन के 21 साल बाद दिसंबर 2012 तक अधिकांश देशों में एमपी 3 को लागू करने के लिए आवश्यक पेटेंट।",question: अधिकांश देशों में एमपी 3 की समाप्ति को लागू करने के लिए पेटेंट की आवश्यकता कब हुई? answer: दिसंबर 2012
"context: जापान में, किरिशिटन शब्द (ईदो अवधि के दस्तावेजों में लिखा गया है 吉利支丹, 切支丹, और आधुनिक जापानी इतिहास में,), पुर्तगाली क्रिस्टो से, 16 वीं और 17 वीं शताब्दी में रोमन कैथोलिकों को रोमन कैथोलिकों में संदर्भित किया गया था, जो कि धर्म को टोकोगावा शोगुनेट द्वारा प्रतिबंधित कर दिया गया था।आज, ईसाइयों को मानक जापानी में キリスト教徒, Kirisuto-Ky, या अंग्रेजी-व्युत्पन्न शब्द クリスチャン kurisuchan के रूप में संदर्भित किया जाता है।",question: जापानी द्वारा इस्तेमाल किया गया किरीशितन कब किया गया था? answer: 16 वीं और 17 वीं शताब्दी
"context: कहा जाता है कि ""प्रोजाक के लिए ध्वनिक समतुल्य"", नरम वयस्क समकालीन, एसी का एक अधिक वयस्क-उन्मुख संस्करण, 1970 के दशक के अंत में पैदा हुआ था और 1980 के दशक की शुरुआत में बढ़ा था।बोस्टन में WEEI-FM ""सॉफ्ट रॉक"" शब्द का उपयोग करने वाला पहला स्टेशन था, जैसे कि विज्ञापन नारे जैसे, ""फ्लीटवुड मैक ... बिना यैक के"" और ""जोनी ... बिना बालोनी के""।सॉफ्ट एसी स्टेशनों पर खेला जाने वाला अधिकांश संगीत मधुर, अधिक ध्वनिक और मुख्य रूप से एकल गायक है।","question: किस रेडियो प्रारूप को ""प्रोज़ैक के लिए ध्वनिक समकक्ष"" के रूप में वर्णित किया गया था? answer: नरम वयस्क समकालीन"
"context: अल्जीरिया (1833) के फ्रांसीसी कब्जे के बाद, उस क्षेत्र ने कैटलन बोलने वाले बसने वालों की कई तरंगों को देखा।स्पेनिश अलकैंट प्रांत के लोग ओरन के चारों ओर बस गए, जबकि अल्जीयर्स ने उत्तरी कैटेलोनिया और मिनोर्का से आव्रजन प्राप्त किया।उनके भाषण को पटुइट के नाम से जाना जाता था।1911 तक, कैटलन वक्ताओं की संख्या लगभग 100,000 थी।1962 में अल्जीरिया की स्वतंत्रता की घोषणा के बाद, लगभग सभी कैटलन वक्ता उत्तरी कैटेलोनिया (पीड्स-नोयर्स के रूप में) या अलकैंट में भाग गए।",question: Algiers आप्रवासियों को कहाँ से आया था? answer: Northern Catalonia and Minorca
"context: भारतीय राष्ट्रीय कांग्रेस की स्थापना 1885 में हुई थी। यह शुरू में एक उदारवादी संगठन था जो सुधारों की मांग कर रहा था।दादाभाई नोरोजी जैसे नेताओं, डब्ल्यू.सी।बोनरजी, और गोपाल कृष्णा गोखले ने शुरुआती प्रयासों का नेतृत्व किया।उन्होंने प्रशासन में संवैधानिक सुधारों और भारतीय भागीदारी की मांग की।समय के साथ, कांग्रेस ने अधिक कट्टरपंथी रुख अपनाया।स्व-नियम की मांग मजबूत हो गई।यह भारतीय स्वतंत्रता के लिए लड़ने वाला प्रमुख संगठन बन गया।",question: भारतीय राष्ट्रीय कांग्रेस की स्थापना किस वर्ष में की गई थी? answer: 1885
"context: उरुग्वे की राजधानी के रूप में, मोंटेवीडियो देश का आर्थिक और राजनीतिक केंद्र है।उरुग्वे के अधिकांश सबसे बड़े और धनी व्यवसायों का शहर में अपना मुख्यालय है।1990 के दशक के बाद से शहर में तेजी से आर्थिक विकास और आधुनिकीकरण हुआ है, जिसमें उरुग्वे की दो सबसे महत्वपूर्ण इमारतें- द वर्ल्ड ट्रेड सेंटर मोंटेवीडियो (1998), और दूरसंचार टॉवर (2000), उरुग्वे की सरकार के स्वामित्व वाली दूरसंचार कंपनी एंटेल के मुख्यालय, वैश्विक बाजार में शहर के एकीकरण को बढ़ाते हुए शामिल हैं।",question: दूरसंचार टॉवर का निर्माण किस वर्ष था? answer: (2000
"context: 19 वीं शताब्दी में सर सैयद अहमद खान द्वारा अलीगढ़ आंदोलन शुरू किया गया था।उन्होंने शिक्षा और सुधार के माध्यम से मुस्लिम समाज को आधुनिक बनाने का लक्ष्य रखा।उन्होंने अलीगढ़ में मुहम्मडन एंग्लो-ओरिएंटल कॉलेज की स्थापना की, जो बाद में अलीगढ़ मुस्लिम विश्वविद्यालय बन गया।सर सैयद ने मुसलमानों को पश्चिमी शिक्षा और वैज्ञानिक सोच को अपनाने के लिए प्रोत्साहित किया।उन्होंने धार्मिक रूढ़िवादी और सांप्रदायिक घृणा का विरोध किया।आंदोलन ने अंग्रेजों के साथ सहयोग मांगा।इसने भारत में मुस्लिम जागृति की नींव रखी।",question: अलीगढ़ आंदोलन किसने शुरू किया? answer: सर सैयद अहमद खान
"context: न्यू हेवन के पास HVDC क्रॉस साउंड केबल का स्थिर इन्वर्टर प्लांट है।न्यू हेवन शहर में तीन प्यूरसेल मॉडल 400 ईंधन कोशिकाएं रखी गई हैं-न्यू हेवन पब्लिक स्कूलों में एक और नए निर्मित रॉबर्टो क्लेमेंटे स्कूल, एक मिश्रित-उपयोग 360 स्टेट स्ट्रीट बिल्डिंग में, और एक सिटी हॉल में।शहर के स्थिरता के कार्यालय के Giovanni Zinn के अनुसार, प्रत्येक ईंधन सेल शहर को एक दशक में ऊर्जा लागत में $ 1 मिलियन तक बचा सकता है।ईंधन कोशिकाओं को क्लीयरड पावर, पूर्व में यूटीसी पावर द्वारा प्रदान किया गया था।",question: न्यू हेवन के पास कौन सा स्थैतिक इन्वर्टर प्लांट है? answer: HVDC क्रॉस साउंड केबल
"context: नॉर्थवेस्टर्न सेंटर फॉर इंटरडिसिप्लिनरी एक्सप्लोरेशन एंड रिसर्च इन एस्ट्रोफिजिक्स, नॉर्थवेस्टर्न इंस्टीट्यूट फॉर कॉम्प्लेक्स सिस्टम्स, नैनोस्केल साइंस एंड इंजीनियरिंग सेंटर, मटेरियल रिसर्च सेंटर, इंस्टीट्यूट फॉर पॉलिसी रिसर्च, इंटरनेशनल इंस्टीट्यूट फॉर नैनोटेक्नोलॉजी, कैटालिसिस एंड सर्फेस साइंस, बफेस्टन सेंटर फॉर इंटरनेशनल एंड तुलनात्मक अध्ययन के लिए, सोटेस्टर्न सॉल्डर्न और एनर्जी फॉर एनर्जी और एनर्जी के लिएअंतःविषय अनुसंधान।",question: अंतर्राष्ट्रीय और तुलनात्मक अध्ययन के लिए बुफे केंद्र का घर कहाँ है? answer: नॉर्थवेस्टर्न
"context: बोस्टन को कभी -कभी विविध उपखंडों के संचालन के कारण ""पड़ोस का शहर"" कहा जाता है;शहर सरकार के पड़ोस सेवाओं के कार्यालय ने आधिकारिक तौर पर 23 पड़ोस को नामित किया है।",question: शहर सरकार के किस विभाजन ने 23 पड़ोस को नामित किया? answer: पड़ोस सेवाओं का कार्यालय
"context: मूल एमपी 3 डिकोडिंग और एन्कोडिंग तकनीक यूरोपीय संघ में पेटेंट-मुक्त है, सभी पेटेंट वहां समाप्त हो गए हैं।संयुक्त राज्य अमेरिका में, प्रौद्योगिकी 31 दिसंबर 2017 को काफी हद तक पेटेंट-मुक्त होगी (नीचे देखें)।एमपी 3 पेटेंट का बहुमत 2007 और 2015 के बीच अमेरिका में समाप्त हो गया।",question: संयुक्त राज्य अमेरिका में प्रौद्योगिकी कब पेटेंट होगी? answer: 31 दिसंबर 2017
"context: विभिन्न एलजीबीटी प्रकाशन शहर के बड़े एलजीबीटी (लेस्बियन, गे, उभयलिंगी और ट्रांसजेंडर) समुदाय जैसे कि इंद्रधनुष टाइम्स, एकमात्र अल्पसंख्यक और समलैंगिक के स्वामित्व वाले एलजीबीटी न्यूज़मैगज़ीन जैसे समुदाय की सेवा करते हैं।2006 में स्थापित, द रेनबो टाइम्स अब बोस्टन से बाहर आधारित है, लेकिन न्यू इंग्लैंड के सभी कार्य करता है।",question: इंद्रधनुषी समय की स्थापना किस वर्ष की गई थी? answer: 2006
"context: रॉयल चार्टर के अनुदान के बाद इसे लंदन में रॉयल इंस्टीट्यूट ऑफ ब्रिटिश आर्किटेक्ट्स के रूप में जाना जाता था, अंततः 1892 में लंदन के संदर्भ को छोड़ दिया। 1934 में, यह पोर्टलैंड प्लेस पर अपने वर्तमान मुख्यालय में चला गया, जिसमें किंग जॉर्ज वी और क्वीन मैरी द्वारा खोली गई इमारत के साथ।",question: रॉयल इंस्टीट्यूट के नाम से क्या हटा दिया गया था? answer: लंदन का संदर्भ
"context: तीन-चरण एसी रेलवे विद्युतीकरण का उपयोग इटली, स्विट्जरलैंड और संयुक्त राज्य अमेरिका में बीसवीं शताब्दी की शुरुआत में किया गया था।इटली प्रमुख उपयोगकर्ता था, 1901 से 1976 तक उत्तरी इटली के पर्वतीय क्षेत्रों में लाइनों के लिए। पहली पंक्तियाँ स्विट्जरलैंड (1899) में बर्गडॉर्फ-थून लाइन थीं, और इटली में कोलिको से चियावेन्ना और टिरो के फेरोविया अल्टा वेल्टेलिना की लाइनें, जो 1901 और 1902 में थीं।1906 से 1930 तक स्विट्जरलैंड, और 1909 से 1927 तक संयुक्त राज्य अमेरिका में ग्रेट नॉर्दर्न रेलवे की कैस्केड टनल।",question: उन तीनों की तुलना में एक बड़ा उपयोगकर्ता किस देश की तुलना कर रहा था? answer: इटली
"context: अंग्रेजी शब्द ""अनुवाद"" लैटिन ट्रांसलेटियो से निकला है (जो स्वयं ट्रांस से आता है- और फेरो से, जिसका सुपरिन रूप लैटम है- का अर्थ है ""एक ले जाने वाला"" या ""ए लानेिंग पार"")।आधुनिक रोमांस भाषाएं अंग्रेजी शब्द ""अनुवाद"" के समकक्षों का उपयोग करती हैं जो उसी लैटिन स्रोत से या वैकल्पिक लैटिन ट्रेडुएरे (""के लिए नेतृत्व करने के लिए"" या ""लाने के लिए"") से प्राप्त होती हैं।स्लाव और जर्मनिक भाषाएं (डच समकक्ष के मामले को छोड़कर, ""वर्टलिंग"" -ए ""री-लैंग्वेज-आईएनजी"") इसी तरह इन लैटिन स्रोतों के कैलक का उपयोग करती हैं।","question: अंग्रेजी शब्द ""अनुवाद"" के समकक्षों का उपयोग कौन सी भाषाएं एक ही लैटिन स्रोत से आती है? answer: रोमांस"
"context: 15 मई तक, प्रीमियर वेन जियाबाओ ने एक अतिरिक्त 90 हेलीकॉप्टरों की तैनाती का आदेश दिया, जिनमें से 60 को पीएलएएएफ द्वारा प्रदान किया जाना था, और 30 को नागरिक उड्डयन उद्योग द्वारा प्रदान किया जाना था, जिससे वायु सेना, सेना, और नागरिक विमानन को 150 से अधिक के लिए राहत अभियानों में तैनात विमानों की कुल संख्या में लाया गया, जो कि सबसे बड़े गैर-कॉम्बैटिंग ऑपरेशन में शामिल हैं।",question: राहत ऑपरेशन में उपयोग किए जाने वाले विमानों की कुल संख्या क्या है? answer: 150 से अधिक
"context: वीडियो संपीड़न एल्गोररों के बहुमत हानि संपीड़न का उपयोग करते हैं।असम्पीडित वीडियो को बहुत अधिक डेटा दर की आवश्यकता होती है।यद्यपि दोषरहित वीडियो संपीड़न कोडेक्स 5-12 के एक संपीड़न कारक पर प्रदर्शन करते हैं, एक विशिष्ट एमपीईजी -4 हानि संपीड़न वीडियो में 20 और 200 के बीच एक संपीड़न कारक होता है।अत्यधिक संपीड़ित वीडियो दृश्यमान या विचलित करने वाली कलाकृतियों को प्रस्तुत कर सकता है।",question: What requires a high data rate? answer: असम्पीडित वीडियो
"context: 2007 में, आधिकारिक शिन्हुआ समाचार एजेंसी ने बताया कि बीदौ प्रणाली का संकल्प 0.5 मीटर तक अधिक था।मौजूदा उपयोगकर्ता टर्मिनलों के साथ यह प्रतीत होता है कि कैलिब्रेटेड सटीकता 20 मीटर (100 मीटर, अनलिब्रेटेड) है।","question: 2007 में, बीडौ सिस्टम का रिपोर्ट संकल्प क्या था? answer: 0.5 मीटर के रूप में उच्च"
"context: एंजेल, इस्लिंगटन पूर्व में एक कोचिंग सराय था, जो लंदन के बाहर उत्तर की ओर मार्ग पर पहला था, जहां थॉमस पाइन ने माना जाता है कि उसने मनुष्य के अधिकारों के बारे में बहुत कुछ लिखा है।इसका उल्लेख चार्ल्स डिकेंस द्वारा किया गया था, एक लियोन कॉर्नर हाउस बन गया, और अब एक सहकारी बैंक है।",question: लंदन के किस जिले में स्वर्गदूत स्थित है? answer: इस्लिंगटन
context: यूनाइटेड स्टेट्स आर्मी ने क्वजालीन एटोल पर रोनाल्ड रीगन बैलिस्टिक मिसाइल डिफेंस टेस्ट साइट को बनाए रखा।मार्शल भूमि मालिकों को आधार के लिए किराया प्राप्त होता है।,question: क्या एटोल एक मिसाइल परीक्षण सुविधा आधारित है? answer: क्वाजालीन एटोल
"context: शहर में शहर के भीतर अनुमानित 25,000 यहूदी और बोस्टन मेट्रो क्षेत्र के भीतर 227,000 के साथ एक बड़ी यहूदी आबादी है;बोस्टन में मण्डली की संख्या 22 साल की है। ब्रुकलाइन और न्यूटन के आस-पास के समुदाय दोनों लगभग एक तिहाई यहूदी हैं।",question: बोस्टन में मण्डली की कुल संख्या क्या है? answer: 22
"context: पारस्परिकता या प्रतिच्छेदन पारस्परिक परोपकारिता विभिन्न प्रजातियों के व्यक्तियों के बीच एक संबंध है जहां दोनों व्यक्ति लाभान्वित होते हैं।सामान्य तौर पर, करीबी भौतिक और जैव रासायनिक संपर्क से जुड़े केवल आजीवन बातचीत को ठीक से सहजीवी माना जा सकता है।पारस्परिक संबंध या तो दोनों प्रजातियों के लिए बाध्य हो सकते हैं, एक के लिए बाध्य हो सकते हैं लेकिन दूसरे के लिए संकाय, या दोनों के लिए संकाय।कई जीवविज्ञानी पारस्परिक संबंधों को बंद करने के लिए सहजीवन की परिभाषा को प्रतिबंधित करते हैं।",question: पारस्परिकता के लिए एक और शब्द क्या है? answer: पारस्परिक परोपकारिता
"context: 1987 के सीज़न से 1990 के दशक के उत्तरार्ध तक, लीग को प्राप्त होने वाला सबसे अधिक एक्सपोज़र ईएसपीएन पर था, जिसने टेप-देरी वाले गेम को प्रसारित किया, जो अक्सर आधी रात के बाद अच्छी तरह से होता है, और अक्सर आवंटित समय स्लॉट से मेल खाने के लिए संपादित किया जाता है।लीग को 1998 में व्यापक प्रदर्शन का अपना पहला स्वाद मिला, जब एरिना बाउल XII को एबीसी की ओल्ड वाइड वर्ल्ड ऑफ स्पोर्ट्स के हिस्से के रूप में राष्ट्रीय स्तर पर प्रसारित किया गया था।","question: एरिना फुटबॉल के शुरुआती वर्षों में, किस घंटे के खेल अक्सर प्रसारित होते थे? answer: मध्यरात्रि"
"context: मसीहा के रूप में यीशु की पहचान यहूदी धर्म द्वारा स्वीकार नहीं की जाती है।हिब्रू में एक ईसाई के लिए शब्द נ נ (नॉटज़री- ""नाज़रीन"") है, जो मूल रूप से इस तथ्य से लिया गया है कि यीशु नाज़रेथ के गैलीलियन गांव से आज उत्तरी इज़राइल में आया है।मेसियनिक यहूदी धर्म के अनुयायियों को आधुनिक हिब्रू में ְ ּדִ מָשִׁ מָשִׁ מָשִׁ מָשִׁ (येहुदिम मेशीहिम- ""मसीहाई यहूदी"") के रूप में संदर्भित किया जाता है।",question: यीशु किस गाँव से आया था? answer: गैलीलियन विलेज
"context: दो बड़े भाषाई ब्लॉकों (इबेरो-रोमांस और गैलो-रोमांस) के बीच स्थित, कैटलन में कई अद्वितीय लेक्सिकल विकल्प हैं, जैसे कि एन्योरर ""किसी को मिस करने के लिए"", अपैवगर ""किसी को शांत करने के लिए"", या रेबटजार ""अस्वीकार""।",question: भाषाई ब्लॉक कैटलन के बीच क्या हैं? answer: इबेरो-रोमांस और गैलो-रोमांस
"context: ग्रीक पौराणिक कथाओं में, सेर्बेरस एक तीन-सिर वाला वॉचडॉग है जो हेड्स के द्वार की रक्षा करता है।नॉर्स पौराणिक कथाओं में, एक खूनी, चार-आंखों वाला कुत्ता जिसे गार्मर गार्ड्स हेलहाइम कहा जाता है।फारसी पौराणिक कथाओं में, दो चार-आंखों वाले कुत्ते चिनवत ब्रिज की रक्षा करते हैं।फिलीपीन पौराणिक कथाओं में, किमत, जो थंडर के देवता तड़कलान के पालतू जानवर हैं, बिजली के लिए जिम्मेदार हैं।वेल्श पौराणिक कथाओं में, ANNWN को Cŵn Annwn द्वारा संरक्षित किया गया है।",question: फिलीपीन पौराणिक कथाओं में कुत्ते का नाम क्या है जो बिजली के लिए जिम्मेदार है? answer: किमत
"context: मेंडेस ने खुलासा किया कि उत्पादन 8 दिसंबर 2014 को पाइनवुड स्टूडियो में शुरू होगा, जिसमें सात महीने लगते हैं।मेंडेस ने लंदन, मैक्सिको सिटी और रोम सहित कई फिल्मांकन स्थानों की भी पुष्टि की।वैन होयटेमा ने कोडक 35 मिमी फिल्म स्टॉक पर फिल्म की शूटिंग की।शुरुआती फिल्मांकन पाइनवुड स्टूडियो और लंदन के आसपास हुआ, जिसमें बॉन्ड के फ्लैट में क्रेग और हैरिस की विशेषता है, और क्रेग और किन्नर ने टेम्स नदी के नीचे यात्रा की।",question: फिल्म की शूटिंग के लिए किस तरह की फिल्म का इस्तेमाल किया गया था? answer: कोडक 35 मिमी
"context: लंबे समय तक काम अक्सर स्व-निहित टुकड़ों में विभाजित किया जाता है, जिसे आंदोलन कहा जाता है, अक्सर विपरीत पात्रों या मूड के साथ।उदाहरण के लिए, शास्त्रीय अवधि के दौरान लिखी गई सिम्फनी को आमतौर पर चार आंदोलनों में विभाजित किया जाता है: (1) सोनाटा फॉर्म में एक उद्घाटन एलेग्रो, (2) एक धीमी गति से आंदोलन, (3) एक मिनुएट या शेरजो, और (4) एक अंतिम एलेग्रो।इन आंदोलनों को तब छोटी इकाइयों के पदानुक्रम में तोड़ा जा सकता है: पहले खंड, फिर अवधि, और अंत में वाक्यांश।","question: आमतौर पर, एक शास्त्रीय टुकड़े में दूसरे आंदोलन की गति क्या है? answer: धीमा"
"context: एलिजाबेथ का व्यक्तिगत भाग्य कई वर्षों से अटकलों का विषय रहा है।जॉक कोलविले, जो उनके पूर्व निजी सचिव और उनके बैंक के एक निदेशक, कॉट्स, ने 1971 में £ 2 मिलियन (आज लगभग £ 25 मिलियन के बराबर) पर उनकी संपत्ति का अनुमान लगाया था।1993 में, बकिंघम पैलेस ने £ 100 मिलियन ""सकल ओवरस्टेटेड"" का अनुमान कहा।उसे 2002 में अपनी मां से अनुमानित £ 70 मिलियन की संपत्ति विरासत में मिली। संडे टाइम्स रिच लिस्ट 2015 ने उसकी निजी संपत्ति को £ 340 मिलियन का अनुमान लगाया, जिससे वह ब्रिटेन में 302 वीं सबसे अमीर व्यक्ति बन गई।",question: संडे टाइम्स ने 2015 में एलिजाबेथ के भाग्य का क्या अनुमान लगाया था? answer: £ 340 मिलियन
"context: कनाडाई स्पेशल ऑपरेशंस फोर्सेज कमांड (CANSOFCOM) एक गठन है जो स्वतंत्र रूप से संचालन करने में सक्षम है, लेकिन मुख्य रूप से CJOC का समर्थन करने के लिए विशेष संचालन बलों (SOF) तत्वों को उत्पन्न करने पर केंद्रित है।कमांड में CFB ट्रेंटन में स्थित संयुक्त टास्क फोर्स 2 (JTF2), कनाडाई संयुक्त घटना प्रतिक्रिया इकाई (CJIRU), साथ ही CFB पेटवावा में स्थित कनाडाई विशेष संचालन रेजिमेंट (CSOR) और 427 विशेष संचालन विमानन स्क्वाड्रन (SOAs) शामिल हैं।",question: Cansofcom किस लिए खड़ा है? answer: कनाडाई विशेष संचालन बल कमांड
"context: चोपिन का संगीत बहुत लोकप्रिय है और यह दुनिया भर में नियमित रूप से प्रदर्शन, रिकॉर्ड और प्रसारित किया जाता है।दुनिया की सबसे पुरानी मोनोग्राफिक संगीत प्रतियोगिता, 1927 में स्थापित अंतर्राष्ट्रीय चोपिन पियानो प्रतियोगिता, हर पांच साल में वारसॉ में आयोजित की जाती है।पोलैंड के फ्राइडेक चोपिन इंस्टीट्यूट ने अपनी वेबसाइट पर अस्सी समाजों पर दुनिया भर में संगीतकार और उनके संगीत के लिए समर्पित है।संस्थान की साइट जनवरी 2014 तक YouTube पर चोपिन वर्क्स के लगभग 1,500 प्रदर्शनों को भी सूचीबद्ध करती है।","question: पोलैंड के फ्राइड्रिक चोपिन इंस्टीट्यूट में लगभग YouTube से चोपिन के काम की कितनी रिकॉर्डिंग शामिल है? answer: 1,500"
"context: 1824-28 के दौरान चोपिन ने वारसॉ से, कई स्थानों पर अपनी छुट्टियां बिताईं।यहां पहली बार उन्होंने पोलिश ग्रामीण लोक संगीत का सामना किया।Szafarnia (जिसमें उन्होंने ""द स्ज़फर्निया कूरियर"" शीर्षक दिया) से उनके पत्र घर, एक बहुत ही आधुनिक और जीवंत पोलिश में लिखे गए, ने अपने परिवार को वारसॉ समाचार पत्रों के अपने स्पूफिंग के साथ चकित कर दिया और नौजवान के साहित्यिक उपहार का प्रदर्शन किया।",question: चोपिन ने 1824 और 1825 में अपनी छुट्टी कहाँ बिताई? answer: सिज़फर्निया
"context: वॉन न्यूमैन ने 1937 और 1939 के बीच जाली सिद्धांत पर काम किया। वॉन न्यूमैन ने पूर्ण किए गए पूरक मॉड्यूलर टोपोलॉजिकल लैटिस में आयाम का एक अमूर्त अन्वेषण प्रदान किया: ""आयाम निर्धारित किया जाता है, एक सकारात्मक रैखिक परिवर्तन तक, निम्नलिखित दो गुणों द्वारा संरक्षित है।अपघटन ""-ओफ़ जो एक कोरोलरी परिप्रेक्ष्य की परिवर्तनशीलता है।""गैरेट बिरखॉफ लिखते हैं: ""जॉन वॉन न्यूमैन का शानदार दिमाग एक उल्का की तरह जाली सिद्धांत पर धमाका हुआ""।","question: किसने लिखा है कि ""जॉन वॉन न्यूमैन के शानदार दिमाग ने उल्का की तरह जाली सिद्धांत पर धमाका किया?"" answer: गैरेट बिरखॉफ़"
